Repeat,Metric,Comparison,Difference
588,MAE difference (pp),MLP minus Zero growth,0.025574690655966847
588,MAE difference (pp),MLP minus Ridge,-0.02958581774123248
588,MAE difference (pp),Seasonal median minus Zero growth,-0.09475859508823747
589,Precision difference (pp),Ridge minus Size-only Ridge,1.3907279472258283
589,Precision difference (pp),MLP minus Ridge,1.197089280698771
589,MAE difference (pp),MLP minus Zero growth,0.019044264056221394
589,MAE difference (pp),MLP minus Ridge,0.003589195714136739
589,MAE difference (pp),Seasonal median minus Zero growth,-0.11064288856734583
590,Precision difference (pp),Ridge minus Size-only Ridge,3.721926273429796
590,Precision difference (pp),MLP minus Ridge,-1.0074027561045418
590,MAE difference (pp),MLP minus Zero growth,0.02039061072093018
590,MAE difference (pp),MLP minus Ridge,-0.02726724428244598
590,MAE difference (pp),Seasonal median minus Zero growth,-0.10068826457526114
591,Precision difference (pp),Ridge minus Size-only Ridge,1.4104377976535465
591,Precision difference (pp),MLP minus Ridge,-0.4450406506969401
591,MAE difference (pp),MLP minus Zero growth,0.03164891795256475
591,MAE difference (pp),MLP minus Ridge,-0.020262271905956197
591,MAE difference (pp),Seasonal median minus Zero growth,-0.09409252271510482
592,Precision difference (pp),Ridge minus Size-only Ridge,4.2346778331375345
592,Precision difference (pp),MLP minus Ridge,0.19310131108451478
592,MAE difference (pp),MLP minus Zero growth,2.052204277891434e-05
592,MAE difference (pp),MLP minus Ridge,-0.03121615038401515
592,MAE difference (pp),Seasonal median minus Zero growth,-0.09897129738834476
593,Precision difference (pp),Ridge minus Size-only Ridge,2.1669158651761693
593,Precision difference (pp),MLP minus Ridge,0.6299854264221527
593,MAE difference (pp),MLP minus Zero growth,0.030806619756818865
593,MAE difference (pp),MLP minus Ridge,-0.012131375367415043
593,MAE difference (pp),Seasonal median minus Zero growth,-0.09925537172964383
594,Precision difference (pp),Ridge minus Size-only Ridge,2.334686300790473
594,Precision difference (pp),MLP minus Ridge,-0.08775601212570039
594,MAE difference (pp),MLP minus Zero growth,-0.011834058795008762
594,MAE difference (pp),MLP minus Ridge,-0.04784437507823558
594,MAE difference (pp),Seasonal median minus Zero growth,-0.09982504844119022
595,Precision difference (pp),Ridge minus Size-only Ridge,1.5867004490136671
595,Precision difference (pp),MLP minus Ridge,0.14070416011370546
595,MAE difference (pp),MLP minus Zero growth,0.025336432950783472
595,MAE difference (pp),MLP minus Ridge,-0.010284392019189514
595,MAE difference (pp),Seasonal median minus Zero growth,-0.09719215291806815
596,Precision difference (pp),Ridge minus Size-only Ridge,2.396821722518208
596,Precision difference (pp),MLP minus Ridge,0.6635727304246997
596,MAE difference (pp),MLP minus Zero growth,0.04087705584120549
596,MAE difference (pp),MLP minus Ridge,0.0036879336705220034
596,MAE difference (pp),Seasonal median minus Zero growth,-0.10037102926735564
597,Precision difference (pp),Ridge minus Size-only Ridge,2.351117114202439
597,Precision difference (pp),MLP minus Ridge,0.05862731344394023
597,MAE difference (pp),MLP minus Zero growth,0.022561353642789328
597,MAE difference (pp),MLP minus Ridge,-0.025540253979377425
597,MAE difference (pp),Seasonal median minus Zero growth,-0.09942429065165692
598,Precision difference (pp),Ridge minus Size-only Ridge,3.781060116997587
598,Precision difference (pp),MLP minus Ridge,-0.2463348686400163
598,MAE difference (pp),MLP minus Zero growth,0.046656402133077535
598,MAE difference (pp),MLP minus Ridge,-0.0063823332440562375
598,MAE difference (pp),Seasonal median minus Zero growth,-0.09442434195380445
599,Precision difference (pp),Ridge minus Size-only Ridge,2.859247014938149
599,Precision difference (pp),MLP minus Ridge,-0.07199565146138454
599,MAE difference (pp),MLP minus Zero growth,0.03810821467754266
599,MAE difference (pp),MLP minus Ridge,-0.011383984615520593
599,MAE difference (pp),Seasonal median minus Zero growth,-0.10161604312593653
600,Precision difference (pp),Ridge minus Size-only Ridge,2.574394181045858
600,Precision difference (pp),MLP minus Ridge,-0.9735525341270618
600,MAE difference (pp),MLP minus Zero growth,0.0579266770482163
600,MAE difference (pp),MLP minus Ridge,-0.0027782292985705226
600,MAE difference (pp),Seasonal median minus Zero growth,-0.09131916169295362
601,Precision difference (pp),Ridge minus Size-only Ridge,3.2219855989791184
601,Precision difference (pp),MLP minus Ridge,-0.8318101257517363
601,MAE difference (pp),MLP minus Zero growth,0.056693986734885016
601,MAE difference (pp),MLP minus Ridge,0.008633797820388533
601,MAE difference (pp),Seasonal median minus Zero growth,-0.09874257034623923
602,Precision difference (pp),Ridge minus Size-only Ridge,2.5221927037161196
602,Precision difference (pp),MLP minus Ridge,-1.189920295230018
602,MAE difference (pp),MLP minus Zero growth,0.07507586095338459
602,MAE difference (pp),MLP minus Ridge,0.027105721228015245
602,MAE difference (pp),Seasonal median minus Zero growth,-0.09393298082334223
603,Precision difference (pp),Ridge minus Size-only Ridge,5.1617392276843805
603,Precision difference (pp),MLP minus Ridge,-2.7062466439279453
603,MAE difference (pp),MLP minus Zero growth,0.03158903401058222
603,MAE difference (pp),MLP minus Ridge,-0.014192321658377693
603,MAE difference (pp),Seasonal median minus Zero growth,-0.09465160299642594
604,Precision difference (pp),Ridge minus Size-only Ridge,3.489780904751891
604,Precision difference (pp),MLP minus Ridge,-0.6416365908702176
604,MAE difference (pp),MLP minus Zero growth,0.05754345607935685
604,MAE difference (pp),MLP minus Ridge,0.031098885534924126
604,MAE difference (pp),Seasonal median minus Zero growth,-0.11680311150584055
605,Precision difference (pp),Ridge minus Size-only Ridge,3.32816607276927
605,Precision difference (pp),MLP minus Ridge,-0.4643573433974174
605,MAE difference (pp),MLP minus Zero growth,0.02690042596713793
605,MAE difference (pp),MLP minus Ridge,-0.0025963334906635716
605,MAE difference (pp),Seasonal median minus Zero growth,-0.10435999178475752
606,Precision difference (pp),Ridge minus Size-only Ridge,3.2932836293133927
606,Precision difference (pp),MLP minus Ridge,-1.5884402845645602
606,MAE difference (pp),MLP minus Zero growth,0.013202712336268796
606,MAE difference (pp),MLP minus Ridge,-0.024319704738551273
606,MAE difference (pp),Seasonal median minus Zero growth,-0.1022163878490634
607,Precision difference (pp),Ridge minus Size-only Ridge,3.7143280805187056
607,Precision difference (pp),MLP minus Ridge,-0.26377146784048733
607,MAE difference (pp),MLP minus Zero growth,0.025720630709349823
607,MAE difference (pp),MLP minus Ridge,0.0010431243587549766
607,MAE difference (pp),Seasonal median minus Zero growth,-0.1048047562633383
608,Precision difference (pp),Ridge minus Size-only Ridge,4.4192279051004615
608,Precision difference (pp),MLP minus Ridge,-0.1633352562208451
608,MAE difference (pp),MLP minus Zero growth,-0.00661185757054783
608,MAE difference (pp),MLP minus Ridge,-0.031310883398761646
608,MAE difference (pp),Seasonal median minus Zero growth,-0.11154954039965626
609,Precision difference (pp),Ridge minus Size-only Ridge,3.8612369106610784
609,Precision difference (pp),MLP minus Ridge,-0.6169783406164975
609,MAE difference (pp),MLP minus Zero growth,0.04018452925219895
609,MAE difference (pp),MLP minus Ridge,-0.0037364905921424274
609,MAE difference (pp),Seasonal median minus Zero growth,-0.10323785928490814
610,Precision difference (pp),Ridge minus Size-only Ridge,3.495819585887758
610,Precision difference (pp),MLP minus Ridge,-0.6336680173680248
610,MAE difference (pp),MLP minus Zero growth,0.046469502443448274
610,MAE difference (pp),MLP minus Ridge,0.011993824347058979
610,MAE difference (pp),Seasonal median minus Zero growth,-0.09751782166360812
611,Precision difference (pp),Ridge minus Size-only Ridge,3.570599283662712
611,Precision difference (pp),MLP minus Ridge,-1.4547804654480827
611,MAE difference (pp),MLP minus Zero growth,0.02474992462116843
611,MAE difference (pp),MLP minus Ridge,-0.00688715831573683
611,MAE difference (pp),Seasonal median minus Zero growth,-0.103427237349079
612,Precision difference (pp),Ridge minus Size-only Ridge,2.3217600181921427
612,Precision difference (pp),MLP minus Ridge,-1.1726829078897938
612,MAE difference (pp),MLP minus Zero growth,0.04697977956949151
612,MAE difference (pp),MLP minus Ridge,0.007926407764352383
612,MAE difference (pp),Seasonal median minus Zero growth,-0.10669298327548171
613,Precision difference (pp),Ridge minus Size-only Ridge,3.562319103865505
613,Precision difference (pp),MLP minus Ridge,0.7333901600848236
613,MAE difference (pp),MLP minus Zero growth,0.010566533307166281
613,MAE difference (pp),MLP minus Ridge,-0.03324002956789451
613,MAE difference (pp),Seasonal median minus Zero growth,-0.09564784582779495
614,Precision difference (pp),Ridge minus Size-only Ridge,2.2909606063896746
614,Precision difference (pp),MLP minus Ridge,-0.8404776820842619
614,MAE difference (pp),MLP minus Zero growth,0.03345867152200288
614,MAE difference (pp),MLP minus Ridge,0.0005864859172524106
614,MAE difference (pp),Seasonal median minus Zero growth,-0.10169685846901233
615,Precision difference (pp),Ridge minus Size-only Ridge,2.237774496425346
615,Precision difference (pp),MLP minus Ridge,-0.6903853395144599
615,MAE difference (pp),MLP minus Zero growth,0.03944719927641982
615,MAE difference (pp),MLP minus Ridge,-0.006267632832211323
615,MAE difference (pp),Seasonal median minus Zero growth,-0.10278895545124822
616,Precision difference (pp),Ridge minus Size-only Ridge,2.469576962751885
616,Precision difference (pp),MLP minus Ridge,1.2633857751869648
616,MAE difference (pp),MLP minus Zero growth,0.029740371008344813
616,MAE difference (pp),MLP minus Ridge,0.004187993905441001
616,MAE difference (pp),Seasonal median minus Zero growth,-0.10340084558508433
617,Precision difference (pp),Ridge minus Size-only Ridge,1.3477415653199016
617,Precision difference (pp),MLP minus Ridge,1.1516896386719822
617,MAE difference (pp),MLP minus Zero growth,0.023741606675820925
617,MAE difference (pp),MLP minus Ridge,-0.01473819703274426
617,MAE difference (pp),Seasonal median minus Zero growth,-0.10813237428990474
618,Precision difference (pp),Ridge minus Size-only Ridge,3.1919028094239854
618,Precision difference (pp),MLP minus Ridge,-0.9797235387161568
618,MAE difference (pp),MLP minus Zero growth,0.005042747390787028
618,MAE difference (pp),MLP minus Ridge,-0.03492168600074441
618,MAE difference (pp),Seasonal median minus Zero growth,-0.0936638715748388
619,Precision difference (pp),Ridge minus Size-only Ridge,4.918234601353396
619,Precision difference (pp),MLP minus Ridge,-1.120449924328376
619,MAE difference (pp),MLP minus Zero growth,-0.005479288345232369
619,MAE difference (pp),MLP minus Ridge,-0.033532087314310566
619,MAE difference (pp),Seasonal median minus Zero growth,-0.10620153356479634
620,Precision difference (pp),Ridge minus Size-only Ridge,3.962734229255191
620,Precision difference (pp),MLP minus Ridge,-0.5595976398168223
620,MAE difference (pp),MLP minus Zero growth,0.015395326887483574
620,MAE difference (pp),MLP minus Ridge,-0.031241802710150424
620,MAE difference (pp),Seasonal median minus Zero growth,-0.10363519923512499
621,Precision difference (pp),Ridge minus Size-only Ridge,4.669914210788184
621,Precision difference (pp),MLP minus Ridge,-0.7451231641987438
621,MAE difference (pp),MLP minus Zero growth,-0.013723272860953983
621,MAE difference (pp),MLP minus Ridge,-0.03866855429698557
621,MAE difference (pp),Seasonal median minus Zero growth,-0.10013269114935985
622,Precision difference (pp),Ridge minus Size-only Ridge,1.3086417200552647
622,Precision difference (pp),MLP minus Ridge,0.8393558287175418
622,MAE difference (pp),MLP minus Zero growth,0.023967191940911903
622,MAE difference (pp),MLP minus Ridge,-0.01752233212803267
622,MAE difference (pp),Seasonal median minus Zero growth,-0.10636065603843559
623,Precision difference (pp),Ridge minus Size-only Ridge,4.066748251356381
623,Precision difference (pp),MLP minus Ridge,-3.008672399667958
623,MAE difference (pp),MLP minus Zero growth,0.08597114102099646
623,MAE difference (pp),MLP minus Ridge,0.005015023878098379
623,MAE difference (pp),Seasonal median minus Zero growth,-0.0902652062601863
624,Precision difference (pp),Ridge minus Size-only Ridge,3.357483632177785
624,Precision difference (pp),MLP minus Ridge,-1.3543965575600474
624,MAE difference (pp),MLP minus Zero growth,0.018985718716488797
624,MAE difference (pp),MLP minus Ridge,0.0027162938090476985
624,MAE difference (pp),Seasonal median minus Zero growth,-0.11262505881353091
625,Precision difference (pp),Ridge minus Size-only Ridge,3.896492664204998
625,Precision difference (pp),MLP minus Ridge,-0.8000991004040781
625,MAE difference (pp),MLP minus Zero growth,0.008114550092824135
625,MAE difference (pp),MLP minus Ridge,-0.02226756683118669
625,MAE difference (pp),Seasonal median minus Zero growth,-0.10567863376620545
626,Precision difference (pp),Ridge minus Size-only Ridge,3.1679656024499208
626,Precision difference (pp),MLP minus Ridge,1.6481056526491789
626,MAE difference (pp),MLP minus Zero growth,0.020218618715959646
626,MAE difference (pp),MLP minus Ridge,-0.01907592403323699
626,MAE difference (pp),Seasonal median minus Zero growth,-0.09656456369386701
627,Precision difference (pp),Ridge minus Size-only Ridge,-0.03697727140295759
627,Precision difference (pp),MLP minus Ridge,-0.6796967206086801
627,MAE difference (pp),MLP minus Zero growth,0.05236002175769228
627,MAE difference (pp),MLP minus Ridge,-0.013162394436339486
627,MAE difference (pp),Seasonal median minus Zero growth,-0.09050827684556939
628,Precision difference (pp),Ridge minus Size-only Ridge,4.326993572355464
628,Precision difference (pp),MLP minus Ridge,0.05073644463086391
628,MAE difference (pp),MLP minus Zero growth,0.007743244136239724
628,MAE difference (pp),MLP minus Ridge,-0.0371483154086909
628,MAE difference (pp),Seasonal median minus Zero growth,-0.1022093897985572
629,Precision difference (pp),Ridge minus Size-only Ridge,5.764505458875746
629,Precision difference (pp),MLP minus Ridge,-2.6500146873641772
629,MAE difference (pp),MLP minus Zero growth,0.04109219060814251
629,MAE difference (pp),MLP minus Ridge,-0.019383571804069355
629,MAE difference (pp),Seasonal median minus Zero growth,-0.09530767825782016
630,Precision difference (pp),Ridge minus Size-only Ridge,3.1854914730811923
630,Precision difference (pp),MLP minus Ridge,0.40805926186786023
630,MAE difference (pp),MLP minus Zero growth,0.04283980766418782
630,MAE difference (pp),MLP minus Ridge,-0.015216061636956102
630,MAE difference (pp),Seasonal median minus Zero growth,-0.10339497726830071
631,Precision difference (pp),Ridge minus Size-only Ridge,2.797212460229892
